preco,area_m2,quartos,banheiros,garagem,idade_do_imovel,latitude,longitude,bairro,seguranca
1185221.53,102.22,3,2,1,26,-23.625728,-46.63635,Vila Nobre,3
788441.7,74.61,2,1,2,38,-23.694091,-46.642722,Vila Nobre,2
692588.05,85.8,3,2,1,46,-23.579328,-46.640293,Jardim Sul,1
521237.57,40.02,2,2,2,10,-23.6861,-46.536525,Vila Nobre,2
558821.57,74.09,2,2,1,8,-23.572294,-46.550971,Zona Leste,3
1029465.87,160.61,3,3,1,1,-23.640798,-46.602281,Zona Leste,1
687758.02,98.63,4,2,1,14,-23.594317,-46.648776,Zona Leste,2
373023.41,37.3,2,2,2,19,-23.578874,-46.632909,Bairro Industrial,3
1150928.81,126.28,2,3,1,30,-23.64016,-46.630419,Vila Nobre,2
617204.42,89.78,3,1,1,19,-23.594654,-46.6667,Centro,3
822330.65,122.06,2,1,3,42,-23.600679,-46.54655,Zona Leste,3
884814.4,97.33,2,2,1,1,-23.544925,-46.576077,Jardim Sul,3
914867.45,68.14,3,2,2,0,-23.636777,-46.528245,Vila Nobre,3
469462.67,46.83,3,2,2,32,-23.502584,-46.699688,Centro,2
452307.03,40.36,2,2,1,36,-23.693169,-46.633385,Vila Nobre,1
447258.77,61.18,3,2,1,18,-23.635459,-46.632025,Zona Leste,2
180789.69,11.67,2,2,0,41,-23.58127,-46.567943,Centro,2
330687.89,25.91,2,3,1,29,-23.597298,-46.635741,Jardim Sul,3
367058.0,66.8,2,2,1,7,-23.507806,-46.685779,Bairro Industrial,2
453992.03,34.7,2,2,0,39,-23.534144,-46.502493,Vila Nobre,2
622032.5,40.89,1,1,0,2,-23.565992,-46.583427,Vila Nobre,2
526436.64,20.46,3,2,2,1,-23.520843,-46.697938,Jardim Sul,3
819210.5,86.41,3,2,2,48,-23.510239,-46.686637,Jardim Sul,3
746076.55,117.0,2,2,2,0,-23.614767,-46.656039,Bairro Industrial,3
873975.18,123.42,2,2,1,44,-23.59586,-46.607442,Jardim Sul,1
900239.4,152.78,2,1,1,4,-23.653992,-46.63792,Jardim Sul,1
1368266.67,158.16,2,2,1,11,-23.677801,-46.663654,Vila Nobre,2
1311071.02,154.1,2,2,1,4,-23.684704,-46.578592,Jardim Sul,3
393569.85,74.25,2,2,1,27,-23.589708,-46.501012,Bairro Industrial,3
1026423.86,95.32,3,3,2,14,-23.547442,-46.506179,Jardim Sul,3
1393530.69,149.9,4,3,2,2,-23.693675,-46.513654,Jardim Sul,3
848919.23,176.14,4,3,1,46,-23.684703,-46.561477,Bairro Industrial,3
586877.35,79.92,2,2,1,41,-23.652367,-46.68038,Centro,3
614038.34,74.81,3,2,2,28,-23.629534,-46.575332,Jardim Sul,2
810791.92,97.22,3,1,1,40,-23.687938,-46.687572,Jardim Sul,2
752294.06,71.86,2,2,1,11,-23.654879,-46.641599,Jardim Sul,3
358394.73,18.45,3,3,2,1,-23.547037,-46.626696,Centro,2
857687.94,78.84,3,1,1,2,-23.505784,-46.643525,Jardim Sul,2
1029981.91,155.51,3,2,1,26,-23.541888,-46.581709,Jardim Sul,1
859311.04,90.92,2,2,3,13,-23.519706,-46.584061,Zona Leste,3
845051.29,156.19,3,3,0,6,-23.616178,-46.520729,Centro,1
861072.35,120.65,2,3,1,3,-23.565824,-46.545766,Jardim Sul,1
954125.21,98.36,3,3,1,41,-23.678397,-46.607621,Vila Nobre,2
756125.31,68.16,3,1,1,21,-23.504015,-46.508106,Jardim Sul,3
1044614.75,155.52,3,2,2,6,-23.524914,-46.647917,Jardim Sul,1
820601.67,146.32,2,3,1,24,-23.585789,-46.63912,Zona Leste,2
686559.65,73.66,2,3,2,25,-23.529034,-46.645942,Vila Nobre,2
452008.75,31.32,4,3,0,18,-23.644617,-46.641506,Jardim Sul,1
1156393.09,129.53,2,2,2,20,-23.512191,-46.583108,Vila Nobre,2
752872.52,127.58,3,2,1,39,-23.598741,-46.672818,Bairro Industrial,3
609572.9,64.81,3,2,2,2,-23.589625,-46.680166,Jardim Sul,2
331161.71,51.76,2,3,0,41,-23.61554,-46.531168,Centro,1
1114996.88,149.75,3,1,2,43,-23.649688,-46.544507,Vila Nobre,1
808573.57,114.45,3,2,1,13,-23.677086,-46.519021,Zona Leste,2
835359.26,111.28,2,1,1,48,-23.672778,-46.537295,Vila Nobre,1
554384.34,43.9,2,2,3,23,-23.574669,-46.591201,Centro,2
497654.95,69.88,3,2,1,37,-23.626409,-46.69029,Bairro Industrial,3
655370.47,61.28,2,3,1,0,-23.640218,-46.614484,Vila Nobre,1
1219089.63,170.69,4,3,0,19,-23.531778,-46.50939,Centro,3
721236.11,107.96,2,3,1,4,-23.677073,-46.52562,Centro,2
681052.12,117.3,2,2,2,25,-23.523569,-46.566212,Centro,2
501831.78,76.41,3,2,1,27,-23.626329,-46.589518,Zona Leste,1
921499.44,83.25,3,3,2,2,-23.541751,-46.629531,Jardim Sul,3
288208.37,34.2,3,2,2,39,-23.694659,-46.697529,Centro,1
235662.63,20.07,2,2,1,24,-23.571093,-46.57104,Bairro Industrial,2
888002.33,171.03,1,1,1,40,-23.584695,-46.57744,Zona Leste,2
1226113.25,147.29,4,3,1,13,-23.603649,-46.565934,Vila Nobre,2
919853.98,120.33,2,2,2,44,-23.669397,-46.681067,Jardim Sul,3
804540.12,81.02,3,1,0,35,-23.585146,-46.671453,Jardim Sul,3
637862.96,81.9,3,1,2,32,-23.67804,-46.602192,Zona Leste,3
839429.83,95.73,1,1,3,48,-23.689302,-46.605323,Jardim Sul,2
476340.26,50.95,4,3,2,26,-23.668213,-46.501124,Bairro Industrial,2
822088.87,111.93,4,3,1,33,-23.531993,-46.578615,Centro,2
261310.91,14.47,3,2,0,43,-23.627155,-46.536129,Jardim Sul,1
760621.25,80.27,2,1,1,26,-23.608516,-46.653843,Vila Nobre,2
786741.3,134.56,2,2,0,1,-23.576178,-46.566241,Zona Leste,2
858182.19,86.24,4,2,2,45,-23.696825,-46.654756,Vila Nobre,1
1103834.65,95.89,1,1,1,13,-23.57676,-46.636527,Vila Nobre,3
388335.01,49.01,3,1,0,23,-23.56761,-46.541846,Centro,1
1142418.74,104.34,2,1,1,4,-23.665021,-46.535671,Vila Nobre,3
850585.78,147.92,3,1,1,2,-23.609646,-46.527038,Jardim Sul,1
342741.84,35.35,2,1,2,48,-23.539563,-46.543545,Centro,2
806437.47,127.8,1,1,1,46,-23.53403,-46.564265,Centro,2
991667.0,122.1,2,1,3,0,-23.637869,-46.512824,Jardim Sul,2
780529.44,146.08,2,3,1,43,-23.664386,-46.508697,Centro,2
725875.35,86.04,2,1,2,7,-23.665587,-46.576496,Jardim Sul,2
889236.55,133.94,3,1,1,34,-23.539313,-46.535073,Centro,2
448843.51,102.82,2,2,0,24,-23.642552,-46.669748,Bairro Industrial,2
724763.97,78.89,1,1,2,37,-23.641555,-46.64655,Vila Nobre,1
834871.78,110.61,4,3,1,0,-23.65857,-46.651073,Centro,2
1096754.81,177.72,2,2,1,28,-23.634552,-46.698479,Centro,3
870141.98,83.57,3,2,1,47,-23.685305,-46.525167,Jardim Sul,3
425243.27,77.28,2,2,1,18,-23.666779,-46.655591,Zona Leste,2
1229509.03,138.32,2,1,1,7,-23.569186,-46.686917,Vila Nobre,1
707091.89,129.04,3,2,1,48,-23.573899,-46.651365,Centro,2
422990.34,5.85,3,1,1,2,-23.602909,-46.590261,Vila Nobre,1
609957.19,100.47,3,3,1,32,-23.628613,-46.680275,Zona Leste,1
783426.27,121.29,2,1,0,17,-23.596156,-46.500609,Zona Leste,3
814866.77,148.28,3,3,1,15,-23.580793,-46.521781,Zona Leste,2
845316.8,138.18,2,2,1,34,-23.570719,-46.681839,Zona Leste,2
990255.85,91.74,3,2,1,47,-23.653656,-46.50837,Vila Nobre,2
516710.49,60.03,2,2,2,2,-23.571304,-46.531766,Zona Leste,2
781278.46,112.11,3,3,1,41,-23.521012,-46.607612,Jardim Sul,1
389612.4,47.65,2,1,0,15,-23.54221,-46.657856,Bairro Industrial,3
1590737.94,152.6,2,3,1,20,-23.554344,-46.554422,Vila Nobre,3
291699.05,36.25,2,2,1,41,-23.624684,-46.530206,Centro,1
936870.21,148.19,3,1,1,6,-23.673827,-46.564438,Zona Leste,2
410290.6,2.32,2,1,2,9,-23.675399,-46.543673,Vila Nobre,3
629069.07,65.86,3,3,3,31,-23.505478,-46.651158,Jardim Sul,2
546684.25,58.48,2,3,2,34,-23.54412,-46.507873,Zona Leste,3
1062069.84,104.67,3,3,1,12,-23.574815,-46.562608,Jardim Sul,3
974290.79,91.74,3,2,1,49,-23.524889,-46.55065,Vila Nobre,3
671157.78,97.04,1,1,1,11,-23.625289,-46.648276,Centro,3
788876.73,123.97,2,1,1,19,-23.571515,-46.512041,Centro,2
441342.1,69.93,2,1,2,25,-23.526637,-46.669727,Bairro Industrial,2
844857.02,70.3,3,2,1,14,-23.559178,-46.599614,Vila Nobre,1
938221.19,125.69,2,2,2,17,-23.522209,-46.584161,Zona Leste,2
421020.54,31.91,3,2,1,18,-23.585926,-46.574667,Vila Nobre,1
668723.11,98.03,2,2,1,21,-23.633315,-46.606632,Jardim Sul,1
798528.52,49.94,2,2,1,42,-23.661893,-46.634831,Vila Nobre,3
507760.67,84.64,2,2,1,30,-23.514401,-46.620765,Zona Leste,2
464388.55,42.51,2,1,3,46,-23.509663,-46.514989,Jardim Sul,2
545447.66,61.26,2,2,3,37,-23.509851,-46.551736,Jardim Sul,1
768939.84,89.68,3,1,2,48,-23.504274,-46.583635,Jardim Sul,3
1237656.48,123.84,2,2,2,44,-23.630714,-46.69507,Vila Nobre,3
906497.68,68.38,2,3,3,23,-23.56041,-46.676852,Vila Nobre,3
648137.88,88.09,3,1,1,16,-23.660253,-46.518158,Zona Leste,2
963829.04,137.47,2,2,2,20,-23.632635,-46.553529,Zona Leste,3
805684.46,49.42,4,2,0,11,-23.524438,-46.543413,Vila Nobre,3
994646.82,119.12,2,1,1,43,-23.51122,-46.626196,Vila Nobre,2
616848.53,61.52,2,2,2,14,-23.611491,-46.633126,Vila Nobre,2
351064.72,32.77,3,3,0,41,-23.673807,-46.668543,Jardim Sul,2
859139.08,116.51,2,2,2,18,-23.624116,-46.667791,Jardim Sul,2
1505345.57,173.88,2,2,2,43,-23.651998,-46.647142,Vila Nobre,2
251124.06,28.56,2,3,1,15,-23.618312,-46.683041,Bairro Industrial,2
960405.48,158.43,3,2,2,48,-23.659742,-46.511534,Centro,3
1028465.21,108.83,3,2,0,10,-23.607832,-46.622435,Jardim Sul,3
639315.96,96.06,2,2,3,26,-23.696105,-46.500173,Centro,1
324216.46,31.73,4,3,1,33,-23.569256,-46.576489,Centro,1
574143.58,76.61,2,2,3,18,-23.650574,-46.500761,Zona Leste,2
463944.46,77.19,2,2,2,39,-23.542545,-46.577425,Centro,2
522547.16,76.6,2,2,1,45,-23.649635,-46.575345,Zona Leste,2
1126703.44,172.4,3,2,0,9,-23.593945,-46.618896,Centro,3
548692.39,111.43,2,1,1,19,-23.541272,-46.600657,Bairro Industrial,2
445381.55,58.05,3,1,1,7,-23.63771,-46.662233,Zona Leste,2
705283.64,130.53,3,2,1,7,-23.678294,-46.53854,Bairro Industrial,2
481595.97,69.68,3,2,1,24,-23.551748,-46.607879,Centro,2
785975.51,97.48,1,1,1,6,-23.679636,-46.681867,Jardim Sul,2
541932.34,58.73,3,2,2,17,-23.630712,-46.622829,Jardim Sul,1
1083929.38,100.13,3,2,1,49,-23.698663,-46.567109,Vila Nobre,2
746674.71,90.0,3,2,1,49,-23.690515,-46.574869,Zona Leste,3
421596.55,43.27,2,2,1,47,-23.535223,-46.61885,Jardim Sul,2
1068005.98,95.66,2,1,2,35,-23.610204,-46.646103,Vila Nobre,3
760777.67,86.17,3,2,1,12,-23.621003,-46.547012,Jardim Sul,3
585263.63,56.37,3,2,0,14,-23.541023,-46.540031,Jardim Sul,3
334003.61,57.39,3,2,1,36,-23.578686,-46.677409,Bairro Industrial,2
519526.08,83.98,3,2,2,22,-23.551489,-46.621234,Zona Leste,1
620547.0,100.37,3,1,1,45,-23.5882,-46.57624,Zona Leste,1
623456.4,77.54,2,2,2,5,-23.655509,-46.564776,Zona Leste,2
315572.93,16.14,3,2,2,49,-23.558553,-46.677585,Centro,2
398262.93,73.61,2,2,1,26,-23.578219,-46.514117,Bairro Industrial,2
751316.64,100.75,2,1,1,18,-23.505826,-46.51272,Centro,2
801108.95,145.88,2,2,1,8,-23.644752,-46.568846,Centro,1
635891.01,89.16,3,2,1,34,-23.580586,-46.656708,Jardim Sul,2
344362.39,12.95,4,2,1,18,-23.685249,-46.666675,Jardim Sul,1
528949.27,72.54,2,3,1,25,-23.595666,-46.562165,Jardim Sul,3
499953.73,48.56,3,2,1,10,-23.557025,-46.574815,Jardim Sul,1
864930.91,88.67,3,2,1,24,-23.626896,-46.628628,Jardim Sul,3
618040.42,56.67,2,2,1,46,-23.665792,-46.523458,Vila Nobre,2
391315.74,42.96,2,2,1,2,-23.567628,-46.560906,Centro,1
1011684.52,77.73,3,3,1,44,-23.633585,-46.685545,Vila Nobre,3
997815.26,106.79,1,1,2,40,-23.58272,-46.559112,Jardim Sul,3
556302.17,74.2,3,2,2,24,-23.69049,-46.660646,Centro,2
856776.05,109.99,2,3,0,18,-23.643404,-46.655836,Jardim Sul,2
1109057.52,127.95,4,3,2,25,-23.624799,-46.668942,Vila Nobre,2
688077.27,108.59,2,2,2,15,-23.671622,-46.628261,Zona Leste,2
624838.35,92.67,1,1,1,12,-23.684011,-46.503838,Centro,2
1375514.22,157.68,2,2,2,17,-23.554543,-46.670622,Jardim Sul,3
934908.48,110.84,4,3,2,11,-23.66905,-46.521426,Jardim Sul,2
812804.2,98.43,2,3,3,11,-23.544511,-46.549739,Jardim Sul,2
774392.75,95.3,3,3,2,49,-23.573116,-46.504345,Jardim Sul,2
574458.99,98.84,2,2,1,35,-23.682294,-46.651967,Zona Leste,2
369890.73,54.01,4,2,1,11,-23.623132,-46.559053,Bairro Industrial,2
463033.13,67.11,2,3,1,44,-23.611938,-46.645099,Zona Leste,2
646404.69,98.17,2,3,1,19,-23.511688,-46.513818,Centro,3
579403.27,104.15,2,2,3,38,-23.575825,-46.595337,Zona Leste,2
486257.46,70.07,3,1,2,37,-23.543489,-46.631172,Jardim Sul,3
391342.2,50.34,2,2,1,39,-23.549157,-46.513931,Centro,2
937943.02,149.47,3,2,2,16,-23.560763,-46.630872,Zona Leste,3
704196.48,104.04,2,2,2,46,-23.516974,-46.525497,Jardim Sul,1
970106.68,130.71,2,2,1,25,-23.62712,-46.681971,Jardim Sul,2
594819.91,116.51,2,3,1,34,-23.533729,-46.644608,Bairro Industrial,3
487724.73,73.02,2,3,1,43,-23.502988,-46.502288,Centro,3
483048.09,76.65,2,2,2,31,-23.566037,-46.573905,Jardim Sul,1
319272.23,71.14,2,2,2,46,-23.680492,-46.52413,Bairro Industrial,1
430385.55,79.36,4,3,1,49,-23.667519,-46.572467,Bairro Industrial,2
526743.24,91.4,3,3,1,48,-23.653119,-46.566471,Jardim Sul,1
708700.51,139.67,1,1,1,31,-23.665186,-46.674563,Jardim Sul,1
839788.72,96.62,3,3,1,19,-23.569274,-46.587875,Vila Nobre,2
856336.4,142.72,3,1,3,40,-23.576814,-46.519297,Bairro Industrial,3
1120346.27,103.47,4,3,2,15,-23.510353,-46.655665,Vila Nobre,2
489598.2,54.53,3,2,1,4,-23.695734,-46.658487,Centro,2
593178.93,82.07,4,3,1,7,-23.55603,-46.672771,Centro,1
1174898.07,147.41,2,1,2,29,-23.697226,-46.580349,Vila Nobre,2
545654.24,53.92,2,1,1,15,-23.619724,-46.64634,Jardim Sul,2
420480.95,32.52,1,1,1,29,-23.515867,-46.65129,Vila Nobre,2
863819.92,106.37,3,2,1,40,-23.653042,-46.67211,Jardim Sul,2
673333.82,131.59,2,1,2,48,-23.558339,-46.539907,Zona Leste,3
907421.69,111.68,2,1,1,27,-23.618313,-46.640002,Jardim Sul,2
418045.26,74.03,3,2,2,17,-23.589733,-46.555087,Bairro Industrial,1
566383.61,99.12,1,1,0,37,-23.552486,-46.530869,Jardim Sul,1
799759.13,126.66,2,2,1,46,-23.600471,-46.649137,Zona Leste,3
737151.83,89.59,2,1,1,24,-23.566039,-46.526524,Zona Leste,3
556895.49,87.94,2,1,2,4,-23.523525,-46.558485,Centro,2
837411.76,120.68,3,2,0,32,-23.554746,-46.584348,Jardim Sul,2
623105.87,82.55,1,1,1,31,-23.606863,-46.659732,Centro,1
512782.3,73.08,2,1,0,20,-23.500425,-46.660405,Centro,3
1034611.33,121.18,2,2,1,24,-23.681666,-46.521324,Vila Nobre,2
524914.19,110.18,1,1,1,36,-23.63586,-46.50624,Bairro Industrial,3
669307.27,125.48,2,1,2,28,-23.656506,-46.562185,Centro,1
457636.87,38.52,3,2,1,29,-23.646492,-46.513232,Jardim Sul,2
435548.02,20.99,3,2,1,17,-23.555159,-46.521598,Vila Nobre,2
1252274.9,157.98,4,3,1,17,-23.592829,-46.564521,Jardim Sul,3
374583.18,7.53,4,2,1,4,-23.598014,-46.529436,Jardim Sul,2
873549.89,95.02,3,2,1,7,-23.625306,-46.646145,Vila Nobre,2
1116860.79,140.62,3,2,1,7,-23.624502,-46.512169,Vila Nobre,2
872052.87,106.73,2,2,2,36,-23.658395,-46.670015,Jardim Sul,2
957467.0,109.65,2,1,1,12,-23.629009,-46.647127,Vila Nobre,1
535105.74,28.49,2,3,3,3,-23.509444,-46.575298,Jardim Sul,2
632176.49,107.09,3,2,2,9,-23.682636,-46.661654,Centro,1
814665.39,121.25,3,2,2,11,-23.695564,-46.611865,Zona Leste,1
944167.23,104.33,3,2,1,27,-23.595841,-46.55899,Vila Nobre,2
723888.04,79.41,2,1,1,25,-23.558856,-46.537983,Vila Nobre,2
898377.01,97.5,2,2,1,43,-23.533297,-46.604981,Vila Nobre,2
530995.66,53.52,3,2,3,49,-23.625742,-46.51595,Jardim Sul,2
798536.39,89.91,3,2,1,30,-23.617498,-46.620794,Jardim Sul,2
562622.09,106.16,3,2,3,16,-23.560097,-46.64271,Bairro Industrial,2
578501.53,81.93,3,2,1,29,-23.578909,-46.516098,Centro,2
1080562.67,102.22,3,2,1,29,-23.668438,-46.699947,Vila Nobre,2
671233.01,49.21,2,2,2,6,-23.671712,-46.500374,Vila Nobre,1
789797.25,85.1,2,2,1,24,-23.627669,-46.685237,Jardim Sul,2
695629.45,132.78,2,2,2,0,-23.508292,-46.635405,Zona Leste,2
706032.07,114.85,1,1,2,5,-23.648925,-46.642269,Zona Leste,1
1110418.95,123.5,2,2,2,42,-23.503177,-46.571367,Vila Nobre,2
597769.23,77.61,1,1,0,30,-23.569259,-46.607087,Jardim Sul,3
808916.62,81.36,2,2,1,42,-23.62622,-46.617037,Vila Nobre,2
705288.99,83.23,3,2,2,41,-23.637753,-46.5976,Vila Nobre,1
700984.39,115.69,3,1,1,22,-23.579987,-46.567955,Bairro Industrial,2
1321497.39,160.19,2,1,1,25,-23.562248,-46.633312,Vila Nobre,2
370806.86,47.63,2,2,2,36,-23.534146,-46.573018,Centro,1
895519.5,126.49,2,2,2,32,-23.53624,-46.570445,Zona Leste,3
837755.44,120.84,3,2,1,21,-23.577951,-46.573466,Zona Leste,2
671472.26,81.71,3,2,1,16,-23.678453,-46.678179,Centro,2
370737.98,46.32,2,2,2,1,-23.618246,-46.587495,Zona Leste,1
1046750.7,206.83,3,2,1,35,-23.614557,-46.698109,Zona Leste,3
784511.63,132.44,4,2,1,44,-23.667828,-46.635549,Bairro Industrial,2
569303.4,66.57,3,1,3,38,-23.689962,-46.6509,Jardim Sul,2
1217864.26,105.95,1,1,2,27,-23.613075,-46.682334,Vila Nobre,3
1257519.3,123.06,3,1,0,3,-23.590194,-46.522824,Vila Nobre,2
486836.46,47.75,3,1,2,24,-23.689856,-46.607071,Jardim Sul,2
986542.72,113.65,2,1,2,23,-23.545799,-46.684798,Jardim Sul,3
825445.52,74.33,3,2,0,13,-23.640109,-46.640682,Vila Nobre,3
521715.02,84.03,3,2,1,18,-23.612995,-46.573161,Bairro Industrial,2
1230190.41,149.88,2,2,1,0,-23.587163,-46.598097,Jardim Sul,3
880043.68,93.74,2,1,2,15,-23.510322,-46.522116,Vila Nobre,1
967210.46,115.28,3,2,2,2,-23.511305,-46.635489,Jardim Sul,3
833536.56,128.99,3,2,1,44,-23.508769,-46.604176,Jardim Sul,2
743523.66,86.72,2,1,1,14,-23.621689,-46.56073,Vila Nobre,2
695802.43,101.13,2,3,1,20,-23.578839,-46.513417,Zona Leste,3
553399.76,35.6,2,2,3,46,-23.567653,-46.511769,Jardim Sul,2
1054864.69,119.21,3,3,1,27,-23.511431,-46.551279,Jardim Sul,3
1058094.35,138.1,3,2,3,13,-23.602719,-46.583786,Zona Leste,3
962043.82,180.71,2,2,2,11,-23.575651,-46.505057,Centro,2
1100285.99,86.35,3,3,1,27,-23.683869,-46.600699,Vila Nobre,3
1025424.69,131.9,3,2,2,0,-23.528699,-46.582344,Jardim Sul,2
510954.28,51.19,1,1,1,38,-23.605236,-46.668081,Vila Nobre,2
569834.84,145.33,2,2,1,42,-23.592782,-46.523395,Bairro Industrial,2
716474.94,77.8,1,1,1,36,-23.63243,-46.52025,Jardim Sul,3
484100.85,50.94,2,2,1,29,-23.554989,-46.559776,Jardim Sul,3
1018205.32,168.42,1,1,1,36,-23.524984,-46.526283,Jardim Sul,1
547986.39,95.87,2,2,1,37,-23.502925,-46.555961,Zona Leste,2
693900.42,81.68,3,2,1,47,-23.699788,-46.623646,Vila Nobre,1
720887.66,95.21,3,2,1,45,-23.604234,-46.512513,Zona Leste,2
975694.19,150.85,3,1,2,0,-23.554955,-46.55315,Centro,2
732179.79,86.44,2,2,1,19,-23.520402,-46.562859,Centro,3
246368.89,3.11,4,3,0,45,-23.503806,-46.527887,Zona Leste,2
1047933.06,133.12,2,3,2,25,-23.536138,-46.660463,Jardim Sul,3
949534.42,150.14,3,2,1,19,-23.573848,-46.540717,Centro,2
865541.86,111.17,2,3,3,15,-23.586925,-46.559036,Zona Leste,3
868859.49,96.28,1,1,0,17,-23.694814,-46.607376,Vila Nobre,2
338852.83,11.88,2,2,2,0,-23.64714,-46.610196,Zona Leste,2
458688.85,78.07,3,2,1,43,-23.660498,-46.558831,Zona Leste,1
631863.46,96.24,2,2,1,27,-23.69332,-46.636895,Zona Leste,2
792838.47,105.81,4,3,0,43,-23.629265,-46.532027,Jardim Sul,1
333717.37,16.24,2,3,1,15,-23.682866,-46.598609,Centro,2
745669.46,66.92,3,2,1,36,-23.56292,-46.637773,Vila Nobre,2
1654160.11,185.41,2,1,3,45,-23.500868,-46.597015,Vila Nobre,2
1467910.81,123.55,3,3,2,33,-23.539224,-46.623774,Vila Nobre,3
837763.68,109.62,3,2,2,0,-23.645806,-46.64441,Vila Nobre,2
1034839.21,86.17,3,2,1,11,-23.532843,-46.664374,Vila Nobre,2
1232539.4,160.98,2,2,2,47,-23.540335,-46.657299,Jardim Sul,3
711690.04,111.4,3,3,1,3,-23.699188,-46.567565,Centro,2
1150435.09,163.36,3,2,1,42,-23.502137,-46.646313,Jardim Sul,2
562911.01,72.62,2,1,1,35,-23.507628,-46.576708,Centro,3
569711.4,108.24,2,2,1,49,-23.568509,-46.511017,Centro,1
829429.66,88.15,3,2,1,44,-23.668723,-46.672351,Jardim Sul,3
481560.32,73.5,3,2,1,46,-23.557751,-46.560456,Zona Leste,2
420080.24,71.94,2,1,2,27,-23.542375,-46.632139,Bairro Industrial,2
825620.17,102.91,3,2,1,19,-23.556173,-46.593732,Jardim Sul,2
924700.31,152.2,3,2,1,2,-23.578127,-46.545525,Centro,2
716736.63,63.25,2,2,2,2,-23.557591,-46.627428,Jardim Sul,3
939577.22,95.63,2,2,0,0,-23.639264,-46.596092,Vila Nobre,2
1370823.0,114.52,3,1,1,6,-23.625464,-46.65274,Vila Nobre,3
446287.37,47.39,2,2,1,2,-23.685386,-46.695772,Centro,3
909944.05,110.62,2,1,2,11,-23.532874,-46.645592,Jardim Sul,3
259744.33,13.61,2,2,2,28,-23.69599,-46.633306,Zona Leste,3
693244.39,62.99,1,1,2,1,-23.547557,-46.613928,Jardim Sul,3
652378.44,99.52,4,3,1,18,-23.533207,-46.574218,Centro,2
895237.75,63.31,3,2,2,15,-23.559786,-46.652098,Vila Nobre,2
1166459.8,156.24,4,3,2,34,-23.546593,-46.676834,Centro,3
587851.74,67.94,2,2,2,49,-23.660169,-46.624777,Jardim Sul,2
476765.96,58.43,2,2,1,33,-23.660918,-46.57098,Zona Leste,2
549949.44,58.92,2,2,2,25,-23.600694,-46.655864,Jardim Sul,1
475156.41,87.94,2,1,1,28,-23.526677,-46.679927,Bairro Industrial,2
675143.47,86.56,1,1,1,19,-23.537717,-46.642531,Jardim Sul,2
351710.79,13.16,3,1,2,28,-23.647293,-46.658565,Zona Leste,2
343809.89,46.45,1,1,2,44,-23.50119,-46.666922,Zona Leste,2
494433.86,70.2,2,2,1,30,-23.682652,-46.640412,Bairro Industrial,3
1395932.39,154.27,2,2,3,18,-23.58099,-46.601547,Vila Nobre,2
763490.32,122.3,3,2,2,42,-23.549463,-46.50614,Jardim Sul,1
913832.26,99.19,1,1,1,38,-23.588189,-46.65855,Vila Nobre,3
519849.79,33.06,2,1,2,49,-23.627009,-46.574393,Vila Nobre,2
601038.33,128.6,2,2,3,11,-23.536972,-46.604222,Bairro Industrial,2
467137.35,81.09,3,2,1,44,-23.64607,-46.570491,Bairro Industrial,3
422217.19,66.52,3,1,2,16,-23.685102,-46.583742,Centro,1
789397.77,162.47,2,1,2,35,-23.660916,-46.535029,Bairro Industrial,3
797287.91,97.29,2,2,1,44,-23.514674,-46.58777,Jardim Sul,2
460992.29,31.92,4,3,1,27,-23.592084,-46.641352,Jardim Sul,1
626746.63,33.96,2,2,3,43,-23.61394,-46.5503,Vila Nobre,2
1049680.23,86.66,3,1,1,15,-23.636992,-46.501279,Vila Nobre,3
679840.84,46.86,2,2,1,9,-23.57406,-46.61382,Vila Nobre,2
748351.35,114.21,3,2,2,22,-23.527184,-46.549622,Bairro Industrial,2
647374.17,79.81,3,1,1,21,-23.623066,-46.55642,Centro,2
623312.51,114.46,3,3,1,26,-23.674316,-46.538042,Zona Leste,1
1121842.36,143.15,4,3,1,47,-23.526796,-46.647008,Jardim Sul,2
1095125.66,134.31,1,1,1,27,-23.530271,-46.506296,Vila Nobre,2
1034944.02,73.71,4,3,1,34,-23.59001,-46.685933,Vila Nobre,2
1201547.17,158.29,3,2,1,42,-23.619662,-46.612659,Jardim Sul,2
760230.28,98.64,3,3,2,27,-23.537535,-46.524903,Zona Leste,3
739428.4,71.36,3,2,1,16,-23.563121,-46.698893,Vila Nobre,3
871943.21,67.15,3,1,1,39,-23.611383,-46.640084,Vila Nobre,3
818365.83,87.59,2,1,1,46,-23.53867,-46.52266,Vila Nobre,2
623335.87,91.41,3,1,3,0,-23.548285,-46.595547,Jardim Sul,1
1014116.21,154.59,3,2,1,38,-23.619448,-46.533298,Jardim Sul,1
535955.35,119.39,3,2,3,31,-23.570414,-46.574645,Bairro Industrial,1
527750.49,95.59,2,2,1,31,-23.550678,-46.653833,Centro,3
463373.8,42.26,3,2,1,22,-23.699673,-46.564753,Jardim Sul,1
778771.5,152.29,4,3,1,49,-23.653485,-46.643888,Zona Leste,1
822782.34,88.66,2,1,2,16,-23.656143,-46.529403,Jardim Sul,3
1277449.64,144.11,4,3,0,20,-23.643527,-46.612948,Vila Nobre,2
558612.98,67.51,4,3,2,12,-23.615412,-46.55801,Centro,3
566476.18,60.81,2,2,1,33,-23.514595,-46.587643,Jardim Sul,3
398413.84,40.56,3,2,0,34,-23.695635,-46.511179,Jardim Sul,1
